job_id,family,dataset,status,started_at,finished_at,elapsed_seconds,exit_code,available_ram_gb,swap_fraction,disk_free_gb,log_path,detail
external_v1_moirai_temperature_rain_d_short,moirai,temperature_rain/D/short,ok,1783883198,1783887235,4037,0,11.723,0.5776394225031938,190.556,results\aaai_stress\external_logs\external_v1_moirai_temperature_rain_d_short.log,completed
external_v1_moirai_us_births_m_short,moirai,us_births/M/short,ok,1784542301,1784542383,82,0,6.042,0.7338528393378623,181.265,results\aaai_stress\external_logs\external_v1_moirai_us_births_m_short.log,completed
external_v1_timesfm_bitbrains_fast_storage_5t_short,timesfm,bitbrains_fast_storage/5T/short,ok,1784706926,1784717136,10210,0,7.516,0.7145289975754665,177.731,results\aaai_stress\external_logs\external_v1_timesfm_bitbrains_fast_storage_5t_short.log,completed
external_v1_timesfm_bizitobs_l2c_5t_medium,timesfm,bizitobs_l2c/5T/medium,ok,1784702917,1784706925,4008,0,7.483,0.7003521576798841,177.731,results\aaai_stress\external_logs\external_v1_timesfm_bizitobs_l2c_5t_medium.log,completed
external_v1_timesfm_car_parts_m_short,timesfm,car_parts/M/short,failed_artifact_contract,1784663316,1784663325,9,1,6.84,0.7189403123232918,177.738,results\aaai_stress\external_logs\external_v1_timesfm_car_parts_m_short.log,completed
external_v1_timesfm_electricity_15t_short,timesfm,electricity/15T/short,ok,1784618579,1784637672,19093,0,7.247,0.6846044059892948,177.854,results\aaai_stress\external_logs\external_v1_timesfm_electricity_15t_short.log,completed
external_v1_timesfm_ett1_w_short,timesfm,ett1/W/short,failed_artifact_contract,1784618562,1784618578,16,0,7.248,0.684388386252198,177.854,results\aaai_stress\external_logs\external_v1_timesfm_ett1_w_short.log,completed
external_v1_timesfm_hospital_m_short,timesfm,hospital/M/short,failed_artifact_contract,1784637672,1784637724,52,0,7.184,0.6666136703409065,177.812,results\aaai_stress\external_logs\external_v1_timesfm_hospital_m_short.log,completed
external_v1_timesfm_kdd_cup_2018_h_medium,timesfm,kdd_cup_2018/H/medium,ok,1784637734,1784657548,19814,0,7.278,0.6667963817904367,177.812,results\aaai_stress\external_logs\external_v1_timesfm_kdd_cup_2018_h_medium.log,completed
external_v1_timesfm_m4_monthly_m_short,timesfm,m4_monthly/M/short,ok,1784618085,1784618562,477,0,7.075,0.6860216542599751,177.854,results\aaai_stress\external_logs\external_v1_timesfm_m4_monthly_m_short.log,completed
external_v1_timesfm_m4_yearly_a_short,timesfm,m4_yearly/A/short,failed_artifact_contract,1784618053,1784618085,32,0,7.006,0.6880521042317017,177.854,results\aaai_stress\external_logs\external_v1_timesfm_m4_yearly_a_short.log,completed
external_v1_timesfm_m_dense_h_short,timesfm,m_dense/H/short,ok,1784663326,1784686762,23436,0,6.678,0.723963279549486,177.738,results\aaai_stress\external_logs\external_v1_timesfm_m_dense_h_short.log,completed
external_v1_timesfm_restaurant_d_short,timesfm,restaurant/D/short,failed_artifact_contract,1784661939,1784663316,1377,0,4.649,0.7325877053688312,177.738,results\aaai_stress\external_logs\external_v1_timesfm_restaurant_d_short.log,completed
external_v1_timesfm_sz_taxi_15t_short,timesfm,sz_taxi/15T/short,ok,1784686762,1784702917,16155,0,6.201,0.7244247542545528,177.734,results\aaai_stress\external_logs\external_v1_timesfm_sz_taxi_15t_short.log,completed
external_v1_timesfm_temperature_rain_d_short,timesfm,temperature_rain/D/short,ok,1784657549,1784661939,4390,0,5.502,0.7143459956466843,177.753,results\aaai_stress\external_logs\external_v1_timesfm_temperature_rain_d_short.log,completed
external_v1_timesfm_us_births_m_short,timesfm,us_births/M/short,failed_artifact_contract,1784637725,1784637734,9,0,7.316,0.6658564877572678,177.812,results\aaai_stress\external_logs\external_v1_timesfm_us_births_m_short.log,completed
