source,dataset,dataset_name,term,series_id,window_index,split
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T117,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T118,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T119,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T12,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T120,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T121,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T122,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T123,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T124,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T125,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T126,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T127,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T128,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T13,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T14,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T15,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T16,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T17,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T18,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T19,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T2,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T20,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T21,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T22,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T23,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T24,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T25,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T26,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T27,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T28,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T29,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T3,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T30,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T31,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T32,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T33,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T34,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T35,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T36,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T37,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T38,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T39,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T4,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T40,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T41,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T42,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T43,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T44,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T45,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T46,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T47,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T48,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T49,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T5,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T50,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T51,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T52,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T53,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T54,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T55,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T56,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T57,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T58,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T59,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T6,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T60,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T61,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T62,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T63,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T64,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T65,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T66,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T67,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T68,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T69,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T7,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T70,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T71,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T72,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T73,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T74,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T75,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T76,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T77,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T78,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T79,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T8,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T80,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T81,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T82,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T83,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T84,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T85,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T86,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T87,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T88,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T89,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T9,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T90,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T91,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T92,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T93,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T94,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T95,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T96,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T97,0,test
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T98,0,calibration
timesfm_2_5_m128_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T99,0,calibration
