source,dataset,dataset_name,term,series_id,window_index,split
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T31,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T32,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T33,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T34,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T35,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T36,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T37,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T38,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T39,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T4,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T40,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T41,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T42,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T43,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T44,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T45,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T46,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T47,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T48,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T49,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T5,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T50,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T51,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T52,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T53,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T54,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T55,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T56,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T57,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T58,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T59,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T6,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T60,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T61,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T62,0,test
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T63,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T64,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T7,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T8,0,calibration
moirai2_fullgrid_ctx1680_m64_covid_deaths_short_auto_ets,covid_deaths/D/short,covid_deaths,short,T9,0,calibration
