source,dataset,dataset_name,term,series_id,window_index,split
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,gold_vol_log_level,3,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,henry_hub_gas_return,0,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,henry_hub_gas_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,henry_hub_gas_return,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,henry_hub_gas_return,3,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,jpy_usd_return,0,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,jpy_usd_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,jpy_usd_return,2,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,jpy_usd_return,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,nasdaq_return,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,nasdaq_return,1,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,nasdaq_return,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,nasdaq_return,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,oil_vol_log_level,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,oil_vol_log_level,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,oil_vol_log_level,2,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,oil_vol_log_level,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,sp500_return,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,sp500_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,sp500_return,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,sp500_return,3,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,vix_log_level,0,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,vix_log_level,1,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,vix_log_level,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,vix_log_level,3,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,wti_oil_return,0,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,wti_oil_return,1,test
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,wti_oil_return,2,calibration
timesfm_2_5_finance_fred_finance_fred_stress,FRED finance stress seed,FRED finance stress seed,FRED finance stress seed,wti_oil_return,3,test
