job_id,family,dataset,status,started_at,finished_at,elapsed_seconds,exit_code,available_ram_gb,swap_fraction,disk_free_gb,log_path,detail
external_v1_timesfm_bitbrains_fast_storage_5t_short,timesfm,bitbrains_fast_storage/5T/short,dry_run_ready,,,,,6.402,0.7240968661271568,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name bitbrains_fast_storage --data-path data/gift-eval/bitbrains_fast_storage/5T --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_timesfm_bitbrains_fast_storage_5t_short --export-history-sidecar
external_v1_timesfm_bizitobs_l2c_5t_medium,timesfm,bizitobs_l2c/5T/medium,dry_run_ready,,,,,6.407,0.7237770794429315,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name bizitobs_l2c --data-path data/gift-eval/bizitobs_l2c/5T --term medium --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_timesfm_bizitobs_l2c_5t_medium --export-history-sidecar
external_v1_timesfm_car_parts_m_short,timesfm,car_parts/M/short,dry_run_ready,,,,,6.432,0.7266569010589714,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name car_parts_with_missing --data-path data/gift-eval/car_parts_with_missing/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Sales --regime external_locked --output-slug external_v1_timesfm_car_parts_m_short --export-history-sidecar
external_v1_timesfm_electricity_15t_short,timesfm,electricity/15T/short,dry_run_ready,,,,,6.537,0.7201932505120345,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name electricity --data-path data/gift-eval/electricity/15T --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Energy --regime external_locked --output-slug external_v1_timesfm_electricity_15t_short --export-history-sidecar
external_v1_timesfm_ett1_w_short,timesfm,ett1/W/short,dry_run_ready,,,,,6.556,0.7200241457736005,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name ett1 --data-path data/gift-eval/ett1/W --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 8 --domain Energy --regime external_locked --output-slug external_v1_timesfm_ett1_w_short --export-history-sidecar
external_v1_timesfm_hospital_m_short,timesfm,hospital/M/short,dry_run_ready,,,,,6.517,0.7204964475173133,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name hospital --data-path data/gift-eval/hospital/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_timesfm_hospital_m_short --export-history-sidecar
external_v1_timesfm_kdd_cup_2018_h_medium,timesfm,kdd_cup_2018/H/medium,dry_run_ready,,,,,6.49,0.7204988305651178,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name kdd_cup_2018_with_missing --data-path data/gift-eval/kdd_cup_2018_with_missing/H --term medium --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Nature --regime external_locked --output-slug external_v1_timesfm_kdd_cup_2018_h_medium --export-history-sidecar
external_v1_timesfm_m4_monthly_m_short,timesfm,m4_monthly/M/short,dry_run_ready,,,,,6.572,0.7200024233763058,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name m4_monthly --data-path data/gift-eval/m4_monthly/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 18 --domain Econ/Fin --regime external_locked --output-slug external_v1_timesfm_m4_monthly_m_short --export-history-sidecar
external_v1_timesfm_m4_yearly_a_short,timesfm,m4_yearly/A/short,dry_run_ready,,,,,6.59,0.7198840042315596,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name m4_yearly --data-path data/gift-eval/m4_yearly/A --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 6 --domain Econ/Fin --regime external_locked --output-slug external_v1_timesfm_m4_yearly_a_short --export-history-sidecar
external_v1_timesfm_m_dense_h_short,timesfm,m_dense/H/short,dry_run_ready,,,,,6.368,0.7267341668012478,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name M_DENSE --data-path data/gift-eval/M_DENSE/H --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_timesfm_m_dense_h_short --export-history-sidecar
external_v1_timesfm_restaurant_d_short,timesfm,restaurant/D/short,dry_run_ready,,,,,6.453,0.721453057899446,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name restaurant --data-path data/gift-eval/restaurant/D --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Sales --regime external_locked --output-slug external_v1_timesfm_restaurant_d_short --export-history-sidecar
external_v1_timesfm_sz_taxi_15t_short,timesfm,sz_taxi/15T/short,dry_run_ready,,,,,6.384,0.7268808158969087,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name sz_taxi --data-path data/gift-eval/sz_taxi/15T --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_timesfm_sz_taxi_15t_short --export-history-sidecar
external_v1_timesfm_temperature_rain_d_short,timesfm,temperature_rain/D/short,dry_run_ready,,,,,6.475,0.7206045095696784,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name temperature_rain_with_missing --data-path data/gift-eval/temperature_rain_with_missing/D --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Nature --regime external_locked --output-slug external_v1_timesfm_temperature_rain_d_short --export-history-sidecar
external_v1_timesfm_us_births_m_short,timesfm,us_births/M/short,dry_run_ready,,,,,6.502,0.7205289852854131,190.721,,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name us_births --data-path data/gift-eval/us_births/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_timesfm_us_births_m_short --export-history-sidecar
